structure_id,total_roof_area,usable_roof_area,dominant_rating,solar_score_avg,roof_patch_count,excellent_area,usable_ratio
810632,16.0,16.0,Excellent,5.0,1,16.0,1.0
810633,28.0,0.0,Moderate,3.0,2,0.0,0.0
810634,80.0,0.0,Moderate,2.57,7,0.0,0.0
810635,192.0,192.0,Good,4.0,2,0.0,1.0
810636,4.0,4.0,Good,4.0,1,0.0,1.0
810637,8.0,8.0,Good,4.5,2,4.0,1.0
810638,128.0,124.0,Excellent,4.43,7,36.0,0.969
810640,232.0,232.0,Good,4.0,3,0.0,1.0
810641,156.0,140.0,Good,4.12,16,44.0,0.897
810642,76.0,12.0,Good,3.5,2,0.0,0.158
810643,392.0,392.0,Good,4.33,3,20.0,1.0
810644,44.0,44.0,Excellent,5.0,1,44.0,1.0
810645,84.0,84.0,Good,4.33,3,4.0,1.0
810646,376.0,376.0,Good,4.38,8,168.0,1.0
810647,512.0,64.0,Moderate,3.07,14,0.0,0.125
810648,24.0,16.0,Good,3.5,2,0.0,0.667
810650,164.0,132.0,Good,3.8,10,60.0,0.805
810651,20.0,20.0,Excellent,5.0,1,20.0,1.0
810652,12.0,12.0,Excellent,5.0,1,12.0,1.0
810653,88.0,88.0,Excellent,4.5,6,48.0,1.0
810654,24.0,0.0,Poor,2.0,1,0.0,0.0
810656,1892.0,1892.0,Excellent,4.5,2,1868.0,1.0
810658,136.0,80.0,Moderate,3.75,4,24.0,0.588
810659,68.0,36.0,Good,3.33,6,0.0,0.529
810661,52.0,44.0,Good,4.14,7,24.0,0.846
810663,16.0,0.0,Poor,2.0,1,0.0,0.0
810664,1316.0,1232.0,Good,3.82,38,508.0,0.936
810665,4.0,0.0,Moderate,3.0,1,0.0,0.0
810668,312.0,144.0,Good,3.45,11,0.0,0.462
810669,68.0,48.0,Moderate,3.8,5,40.0,0.706
810670,116.0,112.0,Good,4.17,6,72.0,0.966
810671,92.0,44.0,Moderate,3.62,8,4.0,0.478
810672,1532.0,1532.0,Excellent,5.0,1,1532.0,1.0
810673,336.0,304.0,Poor,3.25,4,236.0,0.905
810674,24.0,24.0,Good,4.0,3,0.0,1.0
810675,76.0,64.0,Good,3.86,7,16.0,0.842
810676,12.0,12.0,Excellent,5.0,1,12.0,1.0
810677,92.0,72.0,Good,4.0,3,64.0,0.783
810678,3332.0,2692.0,Good,3.16,57,1592.0,0.808
810679,4.0,4.0,Good,4.0,1,0.0,1.0
810680,164.0,64.0,Good,3.91,11,4.0,0.39
810681,48.0,0.0,Very Poor,1.2,5,0.0,0.0
810683,336.0,0.0,Poor,2.0,1,0.0,0.0
810684,192.0,192.0,Good,4.0,2,0.0,1.0
810685,268.0,268.0,Good,4.23,13,184.0,1.0
810687,120.0,108.0,Good,3.88,8,8.0,0.9
810688,32.0,28.0,Moderate,4.0,2,28.0,0.875
810689,208.0,148.0,Good,3.91,11,96.0,0.712
810690,336.0,320.0,Excellent,4.0,9,56.0,0.952
810691,100.0,56.0,Moderate,3.6,5,4.0,0.56
810692,212.0,196.0,Excellent,3.67,9,164.0,0.925
810693,832.0,832.0,Good,4.26,19,644.0,1.0
810695,60.0,56.0,Excellent,4.25,4,48.0,0.933
810696,256.0,160.0,Very Poor,1.71,7,0.0,0.625
810697,276.0,252.0,Poor,3.11,9,192.0,0.913
810698,132.0,0.0,Poor,1.8,10,0.0,0.0
810699,1148.0,1088.0,Good,3.97,29,728.0,0.948
810700,212.0,192.0,Good,3.67,3,0.0,0.906
810701,112.0,112.0,Excellent,5.0,1,112.0,1.0
810702,52.0,0.0,Poor,1.5,2,0.0,0.0
810703,68.0,68.0,Good,4.0,2,0.0,1.0
810704,1084.0,900.0,Good,4.0,4,884.0,0.83
810705,2444.0,2440.0,Good,3.8,5,704.0,0.998
810706,792.0,716.0,Good,3.5,8,0.0,0.904
810708,72.0,72.0,Excellent,5.0,1,72.0,1.0
810711,72.0,40.0,Moderate,3.33,6,0.0,0.556
810712,116.0,92.0,Moderate,3.5,4,0.0,0.793
810713,260.0,260.0,Good,4.0,1,0.0,1.0
810717,1272.0,1208.0,Poor,3.0,3,1208.0,0.95
810718,160.0,0.0,Poor,1.67,3,0.0,0.0
810719,28.0,28.0,Excellent,5.0,1,28.0,1.0
810720,472.0,472.0,Excellent,4.5,10,428.0,1.0
810721,12.0,12.0,Good,4.0,1,0.0,1.0
810722,24.0,24.0,Excellent,5.0,1,24.0,1.0
810723,344.0,328.0,Good,4.0,8,40.0,0.953
810724,3600.0,3600.0,Excellent,5.0,1,3600.0,1.0
810725,40.0,24.0,Excellent,4.33,3,24.0,0.6
810726,40.0,40.0,Excellent,5.0,2,40.0,1.0
810727,160.0,124.0,Moderate,3.4,5,0.0,0.775
810728,88.0,8.0,Moderate,3.0,3,0.0,0.091
810729,512.0,320.0,Very Poor,2.12,8,0.0,0.625
810731,280.0,280.0,Good,4.17,6,116.0,1.0
810732,1216.0,1124.0,Good,3.87,15,972.0,0.924
810733,36.0,32.0,Moderate,3.5,2,0.0,0.889
810734,4.0,4.0,Good,4.0,1,0.0,1.0
810735,92.0,92.0,Excellent,5.0,1,92.0,1.0
810737,80.0,56.0,Excellent,4.43,7,48.0,0.7
810745,244.0,192.0,Good,3.0,2,0.0,0.787
810747,404.0,388.0,Good,3.44,9,216.0,0.96
810748,332.0,332.0,Good,4.0,3,0.0,1.0
810749,208.0,168.0,Moderate,3.0,3,0.0,0.808
810750,240.0,240.0,Good,4.4,5,192.0,1.0
810751,116.0,116.0,Good,4.33,6,28.0,1.0
810753,24.0,8.0,Moderate,3.25,4,0.0,0.333
810754,80.0,64.0,Good,3.71,7,12.0,0.8
810755,240.0,164.0,Good,4.0,11,64.0,0.683
810756,68.0,40.0,Moderate,3.67,6,24.0,0.588
810757,7624.0,6888.0,Good,3.49,140,4632.0,0.903
810758,72.0,60.0,Moderate,3.4,5,0.0,0.833
810759,72.0,0.0,Poor,2.0,6,0.0,0.0
810761,4.0,4.0,Good,4.0,1,0.0,1.0
810762,156.0,0.0,Poor,2.0,2,0.0,0.0
810763,296.0,288.0,Good,4.0,5,28.0,0.973
810764,584.0,416.0,Good,3.06,18,0.0,0.712
810765,8.0,0.0,Very Poor,1.0,1,0.0,0.0
810766,1960.0,1360.0,Moderate,3.21,39,1148.0,0.694
810767,736.0,736.0,Excellent,4.5,2,596.0,1.0
810768,68.0,56.0,Excellent,4.0,3,40.0,0.824
810769,108.0,76.0,Moderate,3.6,5,44.0,0.704
810770,364.0,364.0,Excellent,5.0,1,364.0,1.0
810771,328.0,244.0,Moderate,2.71,7,0.0,0.744
810773,28.0,12.0,Good,3.5,4,0.0,0.429
810774,72.0,72.0,Excellent,4.5,2,64.0,1.0
810775,128.0,116.0,Moderate,4.0,3,16.0,0.906
810776,48.0,40.0,Good,4.0,6,4.0,0.833
810777,12.0,12.0,Good,4.0,1,0.0,1.0
810779,18508.0,16100.0,Good,3.52,189,12784.0,0.87
810780,3304.0,2916.0,Good,3.82,57,576.0,0.883
810781,540.0,540.0,Excellent,4.62,13,116.0,1.0
810784,36.0,36.0,Excellent,5.0,1,36.0,1.0
810786,20.0,20.0,Excellent,5.0,1,20.0,1.0
810787,60.0,8.0,Moderate,3.33,6,0.0,0.133
810788,16.0,4.0,Moderate,3.5,2,0.0,0.25
810789,1108.0,960.0,Poor,2.6,5,960.0,0.866
810790,24.0,20.0,Good,2.5,2,0.0,0.833
810791,480.0,0.0,Poor,1.5,2,0.0,0.0
810792,516.0,516.0,Good,4.0,3,0.0,1.0
810793,208.0,136.0,Poor,2.8,5,0.0,0.654
810794,2052.0,2048.0,Good,3.75,4,0.0,0.998
810796,12.0,12.0,Excellent,5.0,1,12.0,1.0
810797,88.0,72.0,Good,4.0,5,32.0,0.818
810798,276.0,64.0,Moderate,3.43,7,0.0,0.232
810799,80.0,76.0,Good,4.25,12,44.0,0.95
810801,76.0,44.0,Excellent,4.0,4,44.0,0.579
810802,12.0,0.0,Very Poor,1.0,1,0.0,0.0
810803,304.0,304.0,Good,4.4,5,252.0,1.0
810805,16.0,0.0,Very Poor,2.0,2,0.0,0.0
810806,68.0,68.0,Good,4.0,3,0.0,1.0
810807,8.0,0.0,Poor,1.5,2,0.0,0.0
810808,72.0,4.0,Very Poor,1.43,7,0.0,0.056
810810,48.0,48.0,Good,4.0,4,0.0,1.0
810811,16.0,0.0,Poor,2.0,2,0.0,0.0
810812,44.0,44.0,Good,4.33,3,16.0,1.0
810815,244.0,244.0,Good,4.25,4,212.0,1.0
810816,32.0,0.0,Poor,2.0,1,0.0,0.0
810817,9148.0,8996.0,Good,3.91,91,7856.0,0.983
810818,1212.0,1164.0,Good,4.11,28,160.0,0.96
810819,15740.0,13460.0,Good,3.64,131,7692.0,0.855
810832,3112.0,2612.0,Good,3.27,55,1968.0,0.839
810833,176.0,88.0,Good,3.55,11,0.0,0.5
810835,24.0,0.0,Poor,2.0,1,0.0,0.0
810836,48.0,48.0,Good,4.33,3,4.0,1.0
810837,76.0,68.0,Good,3.33,3,0.0,0.895
810838,44.0,44.0,Good,4.33,3,24.0,1.0
810839,84.0,80.0,Good,4.2,5,68.0,0.952
810840,552.0,476.0,Good,3.82,11,12.0,0.862
810841,8.0,8.0,Excellent,5.0,1,8.0,1.0
810842,288.0,232.0,Good,3.3,10,64.0,0.806
810843,144.0,144.0,Excellent,4.75,4,112.0,1.0
810844,52.0,44.0,Good,4.0,6,8.0,0.846
810845,60.0,60.0,Good,4.25,4,4.0,1.0
810854,2936.0,2936.0,Good,4.2,5,1564.0,1.0
810855,200.0,200.0,Excellent,4.67,3,8.0,1.0
810856,48.0,24.0,Good,3.5,4,0.0,0.5
810857,52.0,0.0,Poor,1.8,5,0.0,0.0
810860,1064.0,984.0,Good,3.43,14,836.0,0.925
810861,348.0,348.0,Good,4.0,1,0.0,1.0
810862,8.0,8.0,Good,4.0,2,0.0,1.0
810863,128.0,80.0,Good,3.5,2,0.0,0.625
810864,1084.0,928.0,Poor,2.92,13,896.0,0.856
810865,48.0,36.0,Good,4.0,4,12.0,0.75
810866,740.0,736.0,Good,4.17,6,56.0,0.995
810867,64.0,60.0,Good,3.86,7,0.0,0.937
810869,272.0,204.0,Good,4.11,9,144.0,0.75
810870,4.0,4.0,Good,4.0,1,0.0,1.0
810871,232.0,172.0,Good,3.91,11,20.0,0.741
810872,344.0,228.0,Moderate,3.5,4,0.0,0.663
810873,48.0,48.0,Excellent,5.0,1,48.0,1.0
810874,160.0,160.0,Good,4.2,5,124.0,1.0
810875,28.0,28.0,Good,4.0,2,0.0,1.0
810878,60.0,60.0,Excellent,5.0,1,60.0,1.0
810879,256.0,252.0,Good,3.9,10,0.0,0.984
810880,608.0,500.0,Good,3.46,13,12.0,0.822
810882,108.0,96.0,Good,4.0,7,60.0,0.889
810883,124.0,100.0,Good,3.83,12,28.0,0.806
810884,104.0,96.0,Good,3.83,6,0.0,0.923
810885,32.0,32.0,Good,4.5,2,28.0,1.0
810887,232.0,232.0,Good,4.0,2,0.0,1.0
810888,16.0,0.0,Very Poor,1.0,4,0.0,0.0
810889,124.0,0.0,Very Poor,1.5,6,0.0,0.0
810890,344.0,0.0,Poor,1.73,11,0.0,0.0
810891,220.0,176.0,Moderate,3.45,11,72.0,0.8
810892,56.0,36.0,Good,3.6,5,0.0,0.643
810893,1600.0,980.0,Good,3.87,15,28.0,0.613
810894,10980.0,10848.0,Good,3.91,23,5764.0,0.988
810895,800.0,800.0,Good,4.33,6,756.0,1.0
810896,104.0,92.0,Good,3.75,8,0.0,0.885
810897,100.0,100.0,Good,4.5,4,32.0,1.0
810898,48.0,0.0,Poor,2.33,3,0.0,0.0
810900,100.0,100.0,Excellent,4.5,2,16.0,1.0
810901,596.0,456.0,Moderate,3.23,13,0.0,0.765
810902,212.0,172.0,Poor,2.5,4,172.0,0.811
810903,1008.0,880.0,Good,3.81,16,416.0,0.873
810904,240.0,232.0,Good,3.83,6,100.0,0.967
810905,4.0,4.0,Good,4.0,1,0.0,1.0
810906,316.0,256.0,Good,3.75,8,20.0,0.81
810907,100.0,92.0,Excellent,3.5,2,92.0,0.92
810908,2984.0,2840.0,Good,3.65,23,2284.0,0.952
810909,920.0,732.0,Poor,3.14,7,728.0,0.796
810910,96.0,84.0,Good,3.67,6,0.0,0.875
810912,52.0,52.0,Good,4.2,5,12.0,1.0
810913,124.0,124.0,Excellent,5.0,1,124.0,1.0
810915,100.0,0.0,Poor,2.0,6,0.0,0.0
810916,484.0,464.0,Good,2.75,12,0.0,0.959
810917,24.0,24.0,Good,4.0,3,0.0,1.0
810919,172.0,128.0,Good,3.86,14,52.0,0.744
810920,48.0,0.0,Very Poor,1.0,2,0.0,0.0
810921,124.0,0.0,Poor,2.0,4,0.0,0.0
810922,384.0,364.0,Good,4.0,10,84.0,0.948
810923,352.0,336.0,Good,4.25,12,20.0,0.955
810926,124.0,124.0,Good,4.5,4,112.0,1.0
810927,24.0,0.0,Poor,2.0,1,0.0,0.0
810928,284.0,240.0,Poor,2.5,4,240.0,0.845
810929,120.0,8.0,Moderate,3.0,4,0.0,0.067
810930,8.0,8.0,Good,4.0,1,0.0,1.0
810931,64.0,60.0,Excellent,4.0,3,48.0,0.937
810932,36.0,36.0,Excellent,5.0,1,36.0,1.0
810933,36.0,12.0,Good,3.67,3,0.0,0.333
810935,248.0,212.0,Good,4.0,12,16.0,0.855
810936,252.0,216.0,Good,3.5,6,16.0,0.857
810937,1840.0,1608.0,Good,3.87,39,264.0,0.874
810938,24.0,24.0,Good,4.0,3,0.0,1.0
810939,168.0,120.0,Moderate,3.78,9,80.0,0.714
810941,12.0,12.0,Excellent,5.0,1,12.0,1.0
810942,148.0,124.0,Good,3.83,6,64.0,0.838
810944,364.0,364.0,Good,4.0,7,0.0,1.0
810945,92.0,80.0,Good,3.8,5,44.0,0.87
810946,52.0,44.0,Moderate,3.33,3,0.0,0.846
810947,32.0,32.0,Excellent,5.0,1,32.0,1.0
810948,136.0,128.0,Good,3.86,7,0.0,0.941
810950,216.0,0.0,Poor,2.0,7,0.0,0.0
810951,60.0,8.0,Good,3.33,3,0.0,0.133
810953,364.0,232.0,Moderate,3.14,21,0.0,0.637
810954,4.0,4.0,Good,4.0,1,0.0,1.0
810955,260.0,0.0,Poor,2.0,2,0.0,0.0
810956,1020.0,932.0,Moderate,2.4,5,0.0,0.914
810957,148.0,140.0,Good,3.9,10,8.0,0.946
810958,1876.0,1876.0,Good,4.33,3,1484.0,1.0
810959,976.0,976.0,Good,4.12,8,940.0,1.0
810960,4.0,4.0,Good,4.0,1,0.0,1.0
810962,360.0,360.0,Good,4.33,6,316.0,1.0
810965,208.0,188.0,Good,3.86,7,84.0,0.904
810966,2116.0,1772.0,Moderate,3.25,8,1380.0,0.837
810967,520.0,520.0,Good,4.25,4,64.0,1.0
810968,224.0,208.0,Moderate,3.5,4,0.0,0.929
810970,344.0,336.0,Moderate,3.5,4,0.0,0.977
810971,4.0,4.0,Good,4.0,1,0.0,1.0
810973,64.0,0.0,Poor,1.78,9,0.0,0.0
810974,76.0,36.0,Moderate,3.57,7,8.0,0.474
810975,1012.0,664.0,Moderate,3.35,31,384.0,0.656
810976,292.0,80.0,Good,3.25,12,4.0,0.274
810977,100.0,100.0,Good,4.33,3,60.0,1.0
810979,104.0,0.0,Poor,1.6,5,0.0,0.0
810980,96.0,96.0,Good,4.0,2,0.0,1.0
810981,232.0,152.0,Poor,2.22,9,0.0,0.655
810982,24.0,24.0,Good,4.0,4,0.0,1.0
810983,8.0,8.0,Good,4.0,2,0.0,1.0
810984,148.0,148.0,Good,4.4,5,72.0,1.0
810985,48.0,48.0,Good,4.0,2,0.0,1.0
810986,244.0,240.0,Good,4.0,4,64.0,0.984
810987,240.0,216.0,Good,3.83,12,64.0,0.9
810988,120.0,116.0,Excellent,4.0,3,72.0,0.967
810989,76.0,76.0,Excellent,4.67,3,72.0,1.0
810990,40.0,40.0,Excellent,4.67,3,20.0,1.0
810991,236.0,236.0,Good,4.36,11,156.0,1.0
810992,180.0,160.0,Good,4.0,4,148.0,0.889
810994,40.0,32.0,Good,3.67,3,0.0,0.8
810995,212.0,188.0,Good,3.78,9,0.0,0.887
810996,44.0,40.0,Excellent,4.4,5,36.0,0.909
810997,148.0,80.0,Moderate,3.91,11,28.0,0.541
810998,36.0,36.0,Good,4.25,4,4.0,1.0
811002,16.0,16.0,Good,4.0,2,0.0,1.0
811003,20.0,20.0,Good,4.0,1,0.0,1.0
811004,188.0,188.0,Good,4.5,2,164.0,1.0
811005,16.0,16.0,Good,4.0,2,0.0,1.0
811006,24.0,0.0,Poor,2.0,1,0.0,0.0
811007,16.0,8.0,Moderate,3.75,4,4.0,0.5
811008,1212.0,1204.0,Moderate,3.33,3,0.0,0.993
811009,416.0,416.0,Good,4.0,4,0.0,1.0
811010,112.0,100.0,Excellent,4.3,10,20.0,0.893
811011,36.0,0.0,Poor,1.67,3,0.0,0.0
811012,136.0,136.0,Excellent,5.0,1,136.0,1.0
811013,340.0,328.0,Good,4.0,11,64.0,0.965
811014,16.0,4.0,Poor,2.67,3,0.0,0.25
811015,8.0,8.0,Excellent,4.5,2,4.0,1.0
811016,20.0,20.0,Excellent,5.0,1,20.0,1.0
811017,140.0,140.0,Good,4.43,7,76.0,1.0
811018,32.0,32.0,Excellent,4.67,3,20.0,1.0
811019,276.0,156.0,Poor,2.38,8,32.0,0.565
811020,200.0,96.0,Moderate,3.88,8,72.0,0.48
811021,104.0,16.0,Moderate,2.73,11,0.0,0.154
811022,24416.0,23276.0,Good,3.68,154,9460.0,0.953
811023,600.0,592.0,Good,3.83,6,324.0,0.987
811024,240.0,220.0,Excellent,4.4,5,196.0,0.917
811025,168.0,148.0,Good,4.22,9,56.0,0.881
811027,208.0,116.0,Good,3.75,8,80.0,0.558
811028,156.0,128.0,Moderate,3.78,9,68.0,0.821
811031,616.0,608.0,Good,4.0,12,128.0,0.987
811033,92.0,80.0,Moderate,3.71,7,56.0,0.87
811034,16.0,16.0,Good,4.0,2,0.0,1.0
811035,212.0,188.0,Excellent,4.0,6,120.0,0.887
811036,1876.0,1812.0,Moderate,3.1,10,1784.0,0.966
811037,432.0,428.0,Good,4.0,6,312.0,0.991
811038,4.0,4.0,Good,4.0,1,0.0,1.0
811039,8.0,8.0,Good,4.5,2,4.0,1.0
811040,4.0,0.0,Moderate,3.0,1,0.0,0.0
811041,140.0,120.0,Good,3.8,5,112.0,0.857
811042,568.0,540.0,Poor,3.5,2,540.0,0.951
811044,36.0,0.0,Poor,2.0,3,0.0,0.0
811045,152.0,116.0,Excellent,2.67,3,116.0,0.763
811046,176.0,164.0,Moderate,3.8,5,12.0,0.932
811047,224.0,204.0,Good,4.15,13,92.0,0.911
811048,56.0,56.0,Excellent,5.0,1,56.0,1.0
811050,324.0,324.0,Good,4.0,11,0.0,1.0
811051,120.0,108.0,Excellent,4.33,6,100.0,0.9
811052,8.0,8.0,Excellent,5.0,1,8.0,1.0
811053,116.0,116.0,Excellent,5.0,1,116.0,1.0
811054,416.0,408.0,Good,3.5,4,0.0,0.981
811055,228.0,132.0,Excellent,4.33,6,112.0,0.579
811057,56.0,48.0,Good,4.2,5,24.0,0.857
811058,176.0,176.0,Good,4.0,1,0.0,1.0
811059,168.0,152.0,Moderate,3.33,3,0.0,0.905
811060,12.0,12.0,Good,4.0,2,0.0,1.0
811061,172.0,164.0,Excellent,4.2,5,152.0,0.953
811062,276.0,276.0,Good,4.0,1,0.0,1.0
811063,8.0,0.0,Poor,2.0,1,0.0,0.0
811064,112.0,0.0,Poor,1.6,5,0.0,0.0
811065,1020.0,816.0,Very Poor,1.8,25,808.0,0.8
811066,4.0,4.0,Good,4.0,1,0.0,1.0
811069,32.0,32.0,Good,4.25,4,8.0,1.0
811070,72.0,0.0,Very Poor,2.0,2,0.0,0.0
811071,116.0,108.0,Good,4.25,8,32.0,0.931
811072,32.0,4.0,Excellent,3.33,3,4.0,0.125
811073,116.0,116.0,Good,4.0,3,0.0,1.0
811075,8.0,8.0,Excellent,5.0,1,8.0,1.0
811076,184.0,168.0,Good,4.27,11,132.0,0.913
811077,28.0,4.0,Very Poor,2.5,2,0.0,0.143
811078,332.0,264.0,Moderate,3.29,7,0.0,0.795
811079,16.0,16.0,Excellent,5.0,1,16.0,1.0
811080,4.0,0.0,Poor,2.0,1,0.0,0.0
811081,32.0,32.0,Good,4.0,3,0.0,1.0
811084,568.0,496.0,Good,3.93,30,32.0,0.873
811085,224.0,224.0,Good,4.0,4,0.0,1.0
811086,144.0,144.0,Good,4.33,3,108.0,1.0
811088,172.0,116.0,Excellent,3.67,15,104.0,0.674
811091,248.0,240.0,Good,4.0,3,172.0,0.968
811092,44.0,36.0,Good,4.2,5,16.0,0.818
811093,76.0,76.0,Good,4.0,1,0.0,1.0
811095,8.0,8.0,Good,4.0,1,0.0,1.0
811096,28.0,28.0,Good,4.0,2,0.0,1.0
811097,384.0,376.0,Good,4.09,11,180.0,0.979
811098,272.0,272.0,Good,4.14,7,36.0,1.0
811099,4.0,4.0,Good,4.0,1,0.0,1.0
811101,404.0,324.0,Very Poor,1.82,11,176.0,0.802
811102,184.0,180.0,Good,4.07,14,76.0,0.978
811103,184.0,0.0,Poor,2.0,5,0.0,0.0
811104,156.0,156.0,Good,4.25,4,16.0,1.0
811114,648.0,564.0,Excellent,3.5,2,564.0,0.87
811115,44.0,40.0,Excellent,4.0,3,32.0,0.909
811116,28.0,28.0,Good,4.0,3,0.0,1.0
811117,164.0,152.0,Moderate,4.0,2,152.0,0.927
811118,624.0,568.0,Good,3.82,11,136.0,0.91
811124,132.0,64.0,Moderate,3.44,9,16.0,0.485
811126,868.0,692.0,Excellent,3.5,8,692.0,0.797
811127,80.0,80.0,Good,4.5,2,76.0,1.0
811129,104.0,104.0,Excellent,5.0,1,104.0,1.0
811130,24.0,16.0,Moderate,4.0,2,16.0,0.667
811131,96.0,32.0,Good,3.8,5,12.0,0.333
811132,28.0,28.0,Good,4.0,2,0.0,1.0
811133,4.0,4.0,Good,4.0,1,0.0,1.0
811134,8.0,8.0,Good,4.0,1,0.0,1.0
811136,40.0,0.0,Very Poor,1.67,3,0.0,0.0
811137,168.0,168.0,Good,4.0,3,0.0,1.0
811138,68.0,68.0,Good,4.0,1,0.0,1.0
811141,672.0,672.0,Good,4.5,2,40.0,1.0
811142,20.0,0.0,Moderate,3.0,1,0.0,0.0
811143,28.0,28.0,Good,4.25,4,4.0,1.0
811145,804.0,448.0,Moderate,2.79,19,0.0,0.557
811146,356.0,216.0,Good,3.86,7,4.0,0.607
811147,88.0,0.0,Poor,2.0,1,0.0,0.0
811149,280.0,232.0,Good,3.8,5,12.0,0.829
811150,24.0,0.0,Poor,2.0,1,0.0,0.0
811151,152.0,148.0,Moderate,3.5,2,0.0,0.974
811152,40.0,8.0,Good,3.5,2,0.0,0.2
811153,208.0,208.0,Good,4.0,4,0.0,1.0
811154,332.0,116.0,Poor,3.0,5,80.0,0.349
811155,396.0,336.0,Excellent,4.45,11,288.0,0.848
811156,112.0,88.0,Good,3.3,10,0.0,0.786
811157,4.0,0.0,Poor,2.0,1,0.0,0.0
811158,48.0,28.0,Moderate,3.5,4,28.0,0.583
811159,8.0,8.0,Excellent,5.0,1,8.0,1.0
811160,8.0,8.0,Good,4.0,2,0.0,1.0
811161,25200.0,11884.0,Poor,3.09,508,7592.0,0.472
811162,128.0,128.0,Good,4.0,9,0.0,1.0
811163,204.0,204.0,Good,4.4,5,84.0,1.0
811164,604.0,604.0,Good,4.46,13,32.0,1.0
811165,60.0,60.0,Good,4.5,2,28.0,1.0
811166,52.0,40.0,Moderate,3.5,2,0.0,0.769
811167,208.0,196.0,Excellent,4.29,7,52.0,0.942
811168,180.0,4.0,Poor,2.75,4,0.0,0.022
811169,24.0,0.0,Poor,2.0,1,0.0,0.0
811171,916.0,740.0,Good,3.9,20,604.0,0.808
811172,236.0,236.0,Good,4.5,2,232.0,1.0
811173,72.0,0.0,Poor,1.83,6,0.0,0.0
811174,68.0,68.0,Excellent,4.5,2,64.0,1.0
811175,28.0,24.0,Good,4.0,5,4.0,0.857
811177,204.0,200.0,Good,4.0,5,144.0,0.98
811178,124.0,72.0,Moderate,3.57,14,4.0,0.581
811181,32.0,28.0,Good,3.5,2,0.0,0.875
811182,12.0,4.0,Moderate,3.33,3,0.0,0.333
811183,236.0,108.0,Poor,2.87,15,0.0,0.458
811184,12.0,0.0,Poor,2.0,2,0.0,0.0
811185,8.0,0.0,Poor,2.0,1,0.0,0.0
811186,32.0,32.0,Excellent,4.67,3,28.0,1.0
811187,120.0,0.0,Poor,2.0,2,0.0,0.0
811188,424.0,372.0,Good,4.0,8,288.0,0.877
811190,168.0,0.0,Moderate,2.56,9,0.0,0.0
811192,28.0,0.0,Poor,2.0,1,0.0,0.0
811193,44.0,0.0,Poor,2.0,1,0.0,0.0
811194,140.0,0.0,Moderate,3.0,3,0.0,0.0
811195,204.0,204.0,Good,4.0,1,0.0,1.0
811196,132.0,132.0,Excellent,5.0,1,132.0,1.0
811197,48.0,0.0,Poor,2.0,3,0.0,0.0
811199,28.0,0.0,Very Poor,1.0,2,0.0,0.0
811200,488.0,488.0,Excellent,5.0,1,488.0,1.0
811201,268.0,0.0,Poor,2.43,7,0.0,0.0
811202,216.0,0.0,Moderate,3.0,6,0.0,0.0
811203,1208.0,1208.0,Good,4.5,2,584.0,1.0
811204,252.0,116.0,Moderate,3.41,27,0.0,0.46
811205,300.0,300.0,Excellent,4.6,5,284.0,1.0
811207,2420.0,1232.0,Moderate,2.97,67,264.0,0.509
811208,84.0,0.0,Poor,2.0,2,0.0,0.0
811210,12.0,0.0,Moderate,3.0,1,0.0,0.0
811211,124.0,88.0,Moderate,4.0,2,88.0,0.71
811212,24.0,0.0,Poor,2.0,1,0.0,0.0
811213,880.0,332.0,Good,2.88,41,0.0,0.377
811214,412.0,372.0,Excellent,3.83,6,284.0,0.903
811215,108.0,108.0,Excellent,5.0,1,108.0,1.0
811217,36.0,4.0,Moderate,3.33,3,0.0,0.111
811218,588.0,144.0,Moderate,3.02,43,0.0,0.245
811219,204.0,204.0,Good,4.33,3,172.0,1.0
811220,40.0,40.0,Excellent,4.5,2,36.0,1.0
811221,168.0,168.0,Excellent,4.5,6,112.0,1.0
811222,56.0,0.0,Poor,2.5,2,0.0,0.0
811223,8.0,8.0,Good,4.0,2,0.0,1.0
811225,176.0,104.0,Good,3.38,8,0.0,0.591
811226,96.0,0.0,Poor,1.67,6,0.0,0.0
811227,264.0,0.0,Poor,2.0,5,0.0,0.0
811228,108.0,80.0,Excellent,3.83,6,52.0,0.741
811229,24.0,24.0,Excellent,4.5,2,20.0,1.0
811230,196.0,180.0,Excellent,4.2,10,64.0,0.918
811231,1016.0,976.0,Good,4.08,12,572.0,0.961
811232,12.0,8.0,Good,3.33,3,0.0,0.667
811233,104.0,104.0,Excellent,5.0,1,104.0,1.0
811234,1208.0,1208.0,Excellent,5.0,1,1208.0,1.0
811235,88.0,0.0,Poor,2.0,1,0.0,0.0
811236,32.0,0.0,Very Poor,1.5,2,0.0,0.0
811238,336.0,308.0,Good,3.29,7,0.0,0.917
811239,3984.0,3080.0,Good,3.24,50,2420.0,0.773
811241,1208.0,1004.0,Good,3.46,13,352.0,0.831
811243,16.0,4.0,Good,3.0,2,0.0,0.25
811244,260.0,196.0,Poor,2.67,3,0.0,0.754
811247,520.0,488.0,Good,3.78,9,20.0,0.938
811248,12.0,0.0,Moderate,3.0,1,0.0,0.0
811250,328.0,304.0,Moderate,3.5,6,0.0,0.927
811251,2360.0,2300.0,Good,3.8,5,2224.0,0.975
811252,932.0,724.0,Poor,2.5,10,716.0,0.777
811253,648.0,488.0,Poor,3.56,18,172.0,0.753
